Chatgaya,Bangla
আঁরে আজিয়ের হাজুর টিয়াগুন দি দন,আমাকে আজকের কাজের টাকাগুলো দিয়ে দিন
সকালে উডি হতক্ষন আডিলি শরীল ভালা থাহে,সকালে উঠে কিছুক্ষণ হাঁটলে শরীর ভালো থাকে
সকালে উডি হতক্ষন আডিলি শরীল গম থাহে,সকালে উঠে কিছুক্ষণ হাঁটলে শরীর ভালো থাকে
সকালে উডি হতক্ষন আডিলি শরীর ভালা থাহে,সকালে উঠে কিছুক্ষণ হাঁটলে শরীর ভালো থাকে
নানি থাহিলি আম্মু আর আঁরারে গেইল দিত ন ফারে,নানু থাকলে আম্মু আর আমাদেরকে বকা দিতে পারে না
আসসালামু আলাইকুম স্যার,আসসালামু আলাইকুম স্যার
লগে ইবেও লই যো,সাথে এটাও নিয়ে যাও
ওয়ারে ইবেও লই যো,সাথে এটাও নিয়ে যাও
ফুয়ারে ইবেও লই যো,সাথে এটাও নিয়ে যাও
"বাইরে যেল্লেত ইচ্ছে গর, কিন্তু ঘরোত অশান্তি গরন যাইতু ন","বাইরে যা ইচ্ছা কর, কিন্তু ঘরে অশান্তি করা যাবে না"
"বাদ্দি যেল্লেত ইচ্ছে গর, কিন্তু ঘরোত অশান্তি গরন যাইতু ন","বাইরে যা ইচ্ছা কর, কিন্তু ঘরে অশান্তি করা যাবে না"
ইতেরে দেহিলি আত্তুন মন চায় উজ্ঞো ঘেঢ়ি বেরাই দি,"ওকে দেখলে আমার মন চায়, একটা ঘাড়ে দিই"
হর ইবে তো ধোঅনুর পরে রঙ উডি যাইবু,কাপড়টা তো ধোয়ার পরে রঙ উঠে যাবে
"আব্বু, স্যার হইয়্যিল স্কুলুর বেতন আজিয়ে দি দিতো","বাবা, স্যার বললেন স্কুলের বেতন আজ দিয়ে দিতে"
"স্যার, এক্কানা উনন, আঁর এক্কান জরুরি হতা হইবের আছিল","স্যার, একটু শুনুন, আমার একটা জরুরি কথা বলার ছিল"
"স্যার, ইক্কিনি উনন, আঁর এক্কান জরুরি হতা হইবের আছিল","স্যার, একটু শুনুন, আমার একটা জরুরি কথা বলার ছিল"
"স্যার, এক্কানা উনন, আঁর এক্কান জরুরি হথা হইবের আছিল","স্যার, একটু শুনুন, আমার একটা জরুরি কথা বলার ছিল"
"তোর উদো বয়সই বেইজ্জি, কিন্তু বুদ্ধি ন বারের","তোর শুধু বয়সটাই বাড়ছে, কিন্তু বুদ্ধিটা বাড়ছে না"
"তোর শুধু বয়সই বেইজ্জি, কিন্তু বুদ্ধি ন বারের","তোর শুধু বয়সটাই বাড়ছে, কিন্তু বুদ্ধিটা বাড়ছে না"
হনো সমস্যা অইয়্যি? তোঁয়ারে দেহি চিন্তিত মনে অর,কোনো সমস্যা হয়েছে? তোমাকে দেখে চিন্তিত মনে হচ্ছে
"আজিয়ে হঠাৎ বুকুত চাপ অনুভব গরির, কি অইয়্যি ন বুঝির","আজকে হঠাৎ বুকে চাপ অনুভব করছি, কী হয়েছে বুঝছি না"
"আজিইয়্যে হঠাৎ বুকুত চাপ অনুভব গরির, কি অইয়্যি ন বুঝির","আজকে হঠাৎ বুকে চাপ অনুভব করছি, কী হয়েছে বুঝছি না"
ফঅলে কী নহয় আর ছঅলে কী ন হায়,"পাগলে কী না বলে, আর ছাগলে কী না খায়"
বিদেশুত গেলি আঁর হতা মনত থাহিবু তো?,বিদেশে গেলে আমার কথা মনে থাকবে তো?
বিদেশুত গেলি আঁর হথা মনত থাহিবু তো?,বিদেশে গেলে আমার কথা মনে থাকবে তো?
"আইবের সমত হদুজ্ঞুন জেইল্লে দেইক্কি, ইতারা মাছ ধরিবের লাই দইজ্জেত যার","আসার সময় কতগুলো জেলে দেখলাম, তারা মাছ ধরার জন্য নদীতে যাচ্ছে"
"আইচ্ছে ঠিক আছে, আঁই এহন যাইর","আচ্ছা ঠিক আছে, আমি এখন যাচ্ছি"
ফইত্তুদিন একই হাজ গত্তে গত্তে বিরক্ত অই গেই,প্রতিদিন একই কাজ করতে করতে বিরক্ত হয়ে গেছি
ফইত্তুদিন একই হাম গত্তে গত্তে বিরক্ত অই গেই,প্রতিদিন একই কাজ করতে করতে বিরক্ত হয়ে গেছি
"চট্টগ্রাম-কক্সবাজার রোড বৌত বিপদজনক, এই রোড উত ফইত্তুদিন এক্সিডেন্ট অয়","চট্টগ্রাম-কক্সবাজার রোড অনেক বিপদজনক, এই রোডে প্রতিদিন এক্সিডেন্ট হয়"
"স্যার, অঁনে হইলেন ক্লাস টেস্ট ন লই অ্যাসাইনমেন্ট দিবেন","স্যার, আপনি বলেছিলেন ক্লাস টেস্ট না নিয়ে অ্যাসাইনমেন্ট দেবেন"
"আঁর ঘুম চলি আইসসিল, হত্তে যে ঢাহাত পৌছি গেই বুঝিতিই ন ফারি","আমার ঘুম চলে আসছিল, কখন যে ঢাকায় পৌঁছে গেছি বুঝতেই পারিনি"
আঁই তোঁয়ারে বৌত বৌত ভালবাসি,আমি তোমাকে অনেক অনেক ভালবাসি
"বদ্দা, এক গ্লাস ঠান্ডা পানি দন তো, বৌত পানির তিরেশ পেইয়্যি","ভাই, এক গ্লাস ঠান্ডা পানি দিন তো, খুব পানির তৃষ্ণা পেয়েছে"
"মা, আজিয়ে এক্কানা আগে রান্না গরো, আব্বুর অফিসুত যাইতে দেরি অই যার","মা, আজ একটু আগে রান্না করো, বাবার অফিসে যেতে দেরি হয়ে যাচ্ছে"
"মা, আজিয়ে ইক্কিনি আগে রান্না গরো, আব্বুর অফিসুত যাইতে দেরি অই যার","মা, আজ একটু আগে রান্না করো, বাবার অফিসে যেতে দেরি হয়ে যাচ্ছে"
বিয়ে আজিয়ে নাকি হালিয়ে?,বিয়ে আজ নাকি আগামীকাল?
"বন্ধু, বিরি হন ভালা ন","বন্ধু, বিড়ি খাওয়া ভাল না"
"বন্ধু, বিরি হন গম ন","বন্ধু, বিড়ি খাওয়া ভাল না"
"সেহেরি ফোওয়াত্তে হাইলাম, এহন কিল্লে হাইয়্যুম?","সেহরি ভোরে খেয়েছিলাম, এখন কেন খাব?"
"আম্মু, আঁর লাই দোয়া গইজ্জো, আজিয়ে এক্কান ইন্টারভিউ দিতাম যাইর","মা, আমার জন্য দোয়া করিও, আজকে একটা ইন্টারভিউ দিতে যাচ্ছি"
"আম্মু, আঁর লাই দোয়া গইজ্জো, আজিইয়্যে এক্কান ইন্টারভিউ দিতাম যাইর","মা, আমার জন্য দোয়া করিও, আজকে একটা ইন্টারভিউ দিতে যাচ্ছি"
মন ভালা থাহিলি বলে আশেপাশের বিয়াক কিছু সুন্দর লাগে,মন ভালো থাকলে নাকি আশেপাশের সবকিছু সুন্দর লাগে
মন গম থাহিলি বলে আশেপাশের বিয়াক কিছু সুন্দর লাগে,মন ভালো থাকলে নাকি আশেপাশের সবকিছু সুন্দর লাগে
আঁই হিসেব গরি ন চায় হতো টিয়া আছে,আমি হিসাব করে দেখিনি কত টাকা আছে
"পরীক্ষের আর বেশি দিন বাকি নেই, কিন্তু এহনো হনো পরালেহা ন গরির","পরীক্ষার আর বেশি দিন বাকি নাই, কিন্তু এখনো কোনো পড়ালেখা করছিনা"
"পরীক্ষের আর বেশি দিন বাকি নেই, কিন্তু এইজু হনো পরালেহা ন গরির","পরীক্ষার আর বেশি দিন বাকি নাই, কিন্তু এখনো কোনো পড়ালেখা করছিনা"
প্রতিবেশী অক্কলোর হক আদায় গরন উচিত,প্রতিবেশীদের হক আদায় করা উচিত
"পরিবার, বন্ধু আর ভালোবাসার মানুষুর লগে সময় হাডাইত ফারিলি মন ইয়েন একদম ভালা অই যায়","পরিবার, বন্ধু আর ভালোবাসার মানুষদের সঙ্গে সময় কাটাতে পারলে মনটা একদম ভালো হয়ে যায়"
"পরিবার, বন্ধু আর ভালোবাসার মানুষুর লগে সময় হাডাইত ফারিলি মন ইয়েন একদম গম অই যায়","পরিবার, বন্ধু আর ভালোবাসার মানুষদের সঙ্গে সময় কাটাতে পারলে মনটা একদম ভালো হয়ে যায়"
অতিরিক্ত গরমুত হাজ গরিলি শরীলুত্তুন পানি বাইর অই যায়,অতিরিক্ত গরমে কাজ করলে শরীর থেকে পানি বেরিয়ে যায়
অতিরিক্ত গরমুত হাম গরিলি শরীলুত্তুন পানি বাইর অই যায়,অতিরিক্ত গরমে কাজ করলে শরীর থেকে পানি বেরিয়ে যায়
গুরো থাকতে আঁরার গু-মুত আম্মু সাফ গইত্তো,ছোটবেলায় আমাদের পায়খানা–প্রস্রাব আম্মু পরিষ্কার করতেন
গুরো থাকতে আঁরার গু-মুত আম্মু পরিষ্কার গইত্তো,ছোটবেলায় আমাদের পায়খানা–প্রস্রাব আম্মু পরিষ্কার করতেন
এই বৃষ্টিত আঁরার গ্রামুর কেচা রাস্তা একেবারে ফুটে ভরি গেইয়্যি,এই বৃষ্টিতে আমাদের গ্রামের কাঁচা রাস্তা একেবারে কাদায় ভরে গেছে
"বদ্দা, বাসুর এসি ইবে অন গরন, বৌত গরম লাগের","ভাই, বাসের এসিটা অন করেন, অনেক গরম লাগছে"
"বদ্দা, বাসুর এসি ইবে অন গরন, বৌত গরম লার","ভাই, বাসের এসিটা অন করেন, অনেক গরম লাগছে"
"তুই আরাদিন এত এত হস, তাও মোটা ন অস, আর আঁই অল্প হাইলিই মোটা অই যাই","তুই সারাদিন এত এত খাস, তাও মোটা হোস না, আর আমি অল্প খেলেই মোটা হয়ে যাই"
"তুই ফুরোদিন এত এত হস, তাও মোটা ন অস, আর আঁই অল্প হাইলিই মোটা অই যাই","তুই সারাদিন এত এত খাস, তাও মোটা হোস না, আর আমি অল্প খেলেই মোটা হয়ে যাই"
"বাজারুত এহন বিয়াক জিনিসুত ভেজাল, হনো কিছু কিনতু মনে ন চায়","বাজারে এখন সব জিনিসে ভেজাল, কোনো কিছু কিনতে মন চায় না"
বদ্দার অরো বারি বৌত দুরে,বড় ভাইয়ের শ্বশুরবাড়ি অনেক দূরে
এহন আর নানারো বারিত আগোর মতন ভালা ন লাগে,এখন আর নানুর বাড়িতে আগের মতো ভালো লাগে না
এহন আর নানারো বারিত আগোর মতন গম ন লাগে,এখন আর নানুর বাড়িতে আগের মতো ভালো লাগে না
"এই গরোমত বাইরে বাইর অন সত্যিই বৌত হষ্টর, রইদুর তাপ সইয্য গরন ন যার","এই গরমে বাইরে বের হওয়া সত্যিই অনেক কষ্টের, রোদের তাপ সহ্য করা যাচ্ছে না"
"এই গরোমত বাদ্দি বাইর অন সত্যিই বৌত হষ্টর, রইদুর তাপ সইয্য গরন ন যার","এই গরমে বাইরে বের হওয়া সত্যিই অনেক কষ্টের, রোদের তাপ সহ্য করা যাচ্ছে না"
"আজিয়ে বেইন্নেত্তুন মাথা ঘুরার, মনে অদ্দে জ্বর আইয়্যির","আজকে সকাল থেকেই মাথা ঘুরছে, মনে হচ্ছে জ্বর আসছে"
"আজিইয়্যে বেইন্নেত্তুন মাথা ঘুরার, মনে অদ্দে জ্বর আইয়্যির","আজকে সকাল থেকেই মাথা ঘুরছে, মনে হচ্ছে জ্বর আসছে"
"বাইচ্চে ইবে হয়েকদিন ধরি জ্বরুত ভুগের, ডাক্তারুর হাছে লই যন ফরিবু","বাচ্চাটা কয়েকদিন ধরে জ্বরে ভুগছে, ডাক্তারের কাছে নিয়ে যেতে হবে"
"আঁর নাম রফিক, আঁই এই গ্রামুত বেরাইতাম আইসসি। তুঁই কি আঁরে এই গ্রাম ইয়েন ঘুরি দেহাইবে?","আমার নাম রফিক, আমি এই গ্রামে বেড়াতে এসেছি। তুমি কি আমাকে এই গ্রামটা ঘুরে দেখাবে?"
গুরো ফুওয়া অক্কলুর গেম এগিন আঁই খেইলতাম নো,ছোট বাচ্চাদের গেমগুলো আমি খেলব না
"ট্রেনুর ভিতুরে আর জাগা নেই, ছাদুত উডন ফরিবু","ট্রেনের ভেতরে আর জায়গা নেই, ছাদে উঠতে হবে"
তুঁই চলি যাইবের পরুত্তুন ঘর ইয়েন এব্বেরে হেইল্যে অই গেইয়্যি,তুমি চলে যাওয়ার পর থেকে ঘরটা একদম খালি হয়ে গেছে
তুঁই চলি যাইবের পরুত্তুন ঘর ইয়েন এব্বেরে হালি অই গেইয়্যি,তুমি চলে যাওয়ার পর থেকে ঘরটা একদম খালি হয়ে গেছে
আজিয়ে এতো বেশি গরম পরেদ্দে ফ্যানুর বাতাসও গরম মনে অর,আজকে এত বেশি গরম পড়ছে যে ফ্যানের বাতাসও গরম মনে হচ্ছে
আজিইয়্যে এতো বেশি গরম পরেদ্দে ফ্যানুর বাতাসও গরম মনে অর,আজকে এত বেশি গরম পড়ছে যে ফ্যানের বাতাসও গরম মনে হচ্ছে
আজিয়ে এল্লেত বেশি গরম পরেদ্দে ফ্যানুর বাতাসও গরম মনে অর,আজকে এত বেশি গরম পড়ছে যে ফ্যানের বাতাসও গরম মনে হচ্ছে
তুই আঁর চোখুর সামনুত্তুন সরি যা,তুই আমার চোখের সামনে থেকে সরে যা
তোর অরিরে হইস সামনুর মাসুত বেরাইতু আইসতো,তোর শাশুড়িকে বলিস সামনের মাসে বেড়াতে আসতে
শীতহালে টাটকা টাটকা সবজি পন যায়,শীতকালে টাটকা টাটকা সবজি পাওয়া যায়
"আঁই বসহানাত যাইর, তুঁই বাকি হাম এগিন গরি ফেলো","আমি রান্নাঘরে যাচ্ছি, তুমি বাকি কাজগুলো করে ফেলো"
"আঁই বসহানাত যাইর, তুঁই বাকি হাজ এগিন গরি ফেলো","আমি রান্নাঘরে যাচ্ছি, তুমি বাকি কাজগুলো করে ফেলো"
"আঁই তোঁয়ার হতা উইনতাম নো, তোঁয়ার যা ইচ্ছে গরো","আমি তোমার কথা শুনব না, তোমার যা ইচ্ছা করো"
"আঁই তোঁয়ার হথা উইনতাম নো, তোঁয়ার যা ইচ্ছে গরো","আমি তোমার কথা শুনব না, তোমার যা ইচ্ছা করো"
যদি ঝামিলে গইত্তো ন চও তইলি এহনই এত্তুন চলি যও,"যদি ঝামেলা করতে না চাও, তাহলে এখনই এখান থেকে চলে যাও"
এন গরি আঁরা বিয়াজ্ঞুনুরে ফেলাই এহেল্লে চলি যর,এভাবে আমাদের সবাইকে ফেলে একা চলে যাচ্ছিস
গরুর লাই কিছু কের হাডি আনন ফরিবু,গরুর জন্য কিছু ঘাস কেটে নিয়ে আসতে হবে
সূর্য হত্তে  উইট্টি হনো হবর আছে? এহনো ঘুম যার,সূর্য কখন উঠছে কোন খবর আছে? এখনো ঘুমাচ্ছো
সূর্য হত্তে উইট্টি হনো হবর আছে? এইজু ঘুম যার,সূর্য কখন উঠছে কোন খবর আছে? এখনো ঘুমাচ্ছো
মাছ এগুন দেহি মনে অদ্দে নষ্ট অই গেইয়্যি,মাছগুলো দেখে মনে হচ্ছে নষ্ট হয়ে গেছে
আঁরার পাশে ভারত নামে এক্কান দেশ আছে,আমাদের পাশে ভারত নামে একটা দেশ আছে
আঁরার ডাহে ভারত নামে এক্কান দেশ আছে,আমাদের পাশে ভারত নামে একটা দেশ আছে
"নিজোরে একবার আঁর জাগাত বুওয়াই চা, তইলি বুঝিবি আত্তুন কেন লাগের","নিজেকে একবার আমার জায়গায় বসিয়ে দেখ, তাহলে বুঝবি আমার কেমন লাগছে"
"নিজোরে একবার আঁর জাগাত বুওয়াই চা, তইলি বুঝিবি আত্তুন কেন লার","নিজেকে একবার আমার জায়গায় বসিয়ে দেখ, তাহলে বুঝবি আমার কেমন লাগছে"
ঘড়ি ইবে তো বৌত সুন্দর! হতো লইয়্যি ইবে?,ঘড়িটা তো অনেক সুন্দর! কত নিয়েছে এটা?
তুই যিয়েন গইজ্জুস ইয়েন উর ফল কিন্তু ভালা অইতু ন,তুই যেটা করেছিস সেটার ফল কিন্তু ভাল হবে না
তুই যিয়েন গইজ্জুস ইয়েন উর ফল কিন্তু গম অইতু ন,তুই যেটা করেছিস সেটার ফল কিন্তু ভাল হবে না
"আগে হ টুরুত তুঁই যাইতে লেইজ্ঞু কিনা, হারন তুঁই ন যাইলি আঁই ও যাইতাম ন","আগে বলো টুরে তুমি যাচ্ছ কি না, কারণ তুমি না গেলে আমিও যাব না"
তোঁয়ার বয়সুত আঁই বন্ধু অক্কল লই হতো ঘোরাঘুরি গইজ্জি,তোমার বয়সে আমি বন্ধুদের নিয়ে কত ঘোরাঘুরি করেছি
"পরীক্ষের হলুত যদি শব্দ গরো, তইলি বিয়াজ্ঞুনুর হাতা লই ফেলাইয়্যুম","পরীক্ষার হলে যদি শব্দ করো, তাহলে সবার খাতা নিয়ে ফেলব"
"আঁরার গ্রুপুত আঁরা বিশজন আছি, পুরো বাস ভারা লইলি হতো ফরিবু?","আমাদের গ্রুপে আমরা বিশজন আছি, পুরো বাস ভাড়া নিলে কত পড়বে?"
আরাদিন ফোন চাইলি তো মাথা এনেই ব্যথা গরিবু,সারাদিন ফোন দেখলে তো মাথা এমনিতেই ব্যথা করবে
ফুরোদিন ফোন চাইলি তো মাথা এনেই ব্যথা গরিবু,সারাদিন ফোন দেখলে তো মাথা এমনিতেই ব্যথা করবে
"কসম গরি হইদ্দি বদ্দা, এই হর উত আত্তুন বেশি লাভ ন অইবু","কসম করে বলছি ভাই, এই কাপড়ে আমার বেশি লাভ হবে না"
টিয়া দি বিয়াক কিছু কিনন ন যায়,টাকা দিয়ে সবকিছু কেনা যায় না
"বদ্দা, সদরঘাট লঞ্চ টার্মিনালুত্তুন বারিশালুর লঞ্চ হত্তে ছারে রাতিয়ে?","ভাই, সদরঘাট লঞ্চ টার্মিনাল থেকে বরিশালের লঞ্চ কখন ছাড়ে রাতে?"
"বদ্দা, গান ইবে এক্কানা বন্ধ গরন, ফোনুত হথা হইত ন ফারির","ভাই, গানটা একটু বন্ধ করুন, ফোনে কথা বলতে পারছি না"
"বদ্দা, গান ইবে ইক্কিনি বন্ধ গরন, ফোনুত হথা হইত ন ফারির","ভাই, গানটা একটু বন্ধ করুন, ফোনে কথা বলতে পারছি না"
"বদ্দা, গান ইবে এক্কানা বন্ধ গরন, ফোনুত হতা হইত ন ফারির","ভাই, গানটা একটু বন্ধ করুন, ফোনে কথা বলতে পারছি না"
"ঘর ইয়েনুত থাহিবের মতোন অবস্থা নেই, চেরোমিক্কে বৌত হাচারা","ঘর ওটাতে থাকার মতো অবস্থা নেই, চারদিকে অনেক ময়লা"
তুঁই হন? আঁই কি তোঁয়ারে চিনি?,তুমি কে? আমি কি তোমাকে চিনি?
"পিডুর ব্যথাগান বেশি বারি গেইয়্যি, বই বই হাজ গরনুর হারনে এন অর","পিঠের ব্যথাটা বেশি বেড়ে গেছে, বসে বসে কাজ করার কারণে এমন হচ্ছে"
"পিডুর ব্যথাগান বেশি বারি গেইয়্যি, বই বই হাম গরনুর হারনে এন অর","পিঠের ব্যথাটা বেশি বেড়ে গেছে, বসে বসে কাজ করার কারণে এমন হচ্ছে"
রাতিয়ের লাই ফুলহপ্পির তরহারি আর বেইয়ুন চান্নি আছে,রাতের জন্য ফুলকপির তরকারি আর বেগুন ভর্তা আছে
রাতিয়ের লাই ফুলহপ্পির তরহারি আর বেইয়ুন ভত্তা আছে,রাতের জন্য ফুলকপির তরকারি আর বেগুন ভর্তা আছে
"আঁর লগে মজা ন গরিস, আঁই এহন মজা গরিবের মুড উত নেই","আমার সঙ্গে মজা করিস না, আমি এখন মজা করার মুডে নেই"
ইয়েন কি আঁর মন রাহিবের লাই হইয়্যু নাকি মাইনষে কিছু হইবু এতেল্লে হইয়্যু?,সেটা কি আমার মন রাখার জন্য বলছ নাকি মানুষ কিছু বলবে সেজন্য বলছ?
"হর ইবের হনো দিনও রং ন উড়িবু, আঁই গ্যারান্টি দিলাম","এই কাপড়ের কোনো দিনও রং উঠবে না, আমি গ্যারান্টি দিলাম"
"আঁই সত্যি হইদ্দি, আঁর মনোত হনো হাচারা নেই","আমি সত্যি বলছি, আমার মনে কোনো ময়লা নেই"
"আঁই সত্যি হইদ্দি, আঁর মনোত হনো ময়লা নেই","আমি সত্যি বলছি, আমার মনে কোনো ময়লা নেই"
পিকনিক শেষে আঁরা সাগরুর ফারুত বিয়াজ্ঞুন মিলি ফটবল খেইল্লুম,পিকনিক শেষে আমরা সমুদ্রপাড়ে সবাই মিলে ফুটবল খেলব
পিকনিক শেষে আঁরা সাগরুর ফারুত বেজ্ঞুন মিলি ফটবল খেইল্লুম,পিকনিক শেষে আমরা সমুদ্রপাড়ে সবাই মিলে ফুটবল খেলব
এন গরি হাম গরিলি শেষ ন অইবু,এভাবে কাজ করলে শেষ হবে না
এন গরি হাজ গরিলি শেষ ন অইবু,এভাবে কাজ করলে শেষ হবে না
তোঁয়ার মাথাত কি হনো বুদ্ধি নেই?,তোমার মাথায় কি কোন বুদ্ধি নাই?
"তোঁয়ার বন্ধু এল্লেত ভালা রেজাল্ট গইজ্জি, আর তুঁই কিনা ফেইল গইজ্জু!","তোমার বন্ধু এত ভালো রেজাল্ট করল, আর তুমি কিনা ফেল করলা!"
"তোঁয়ার বন্ধু এল্লেত গম রেজাল্ট গইজ্জি, আর তুঁই কিনা ফেইল গইজ্জু!","তোমার বন্ধু এত ভালো রেজাল্ট করল, আর তুমি কিনা ফেল করলা!"
"তোঁয়ার বন্ধু এতো ভালা রেজাল্ট গইজ্জি, আর তুঁই কিনা ফেইল গইজ্জু!","তোমার বন্ধু এত ভালো রেজাল্ট করল, আর তুমি কিনা ফেল করলা!"
"আজিয়ে কলিগুর লগে এক্কানা ভুল বোঝাবুঝি অইয়্যি, এতেল্লে এক্কানা মুড অফ","আজ কলিগের সাথে একটু ভুল-বোঝাবুঝি হয়েছে, তাই একটু মুড অফ"
"আজিয়ে কলিগুর লগে ইক্কিনি ভুল বোঝাবুঝি অইয়্যি, এতেল্লে এক্কানা মুড অফ","আজ কলিগের সাথে একটু ভুল-বোঝাবুঝি হয়েছে, তাই একটু মুড অফ"
"আজিয়ে কলিগুর ওয়ারে এক্কানা ভুল বোঝাবুঝি অইয়্যি, এতেল্লে এক্কানা মুড অফ","আজ কলিগের সাথে একটু ভুল-বোঝাবুঝি হয়েছে, তাই একটু মুড অফ"
"আজিয়ে কলিগুর ফুয়ারে এক্কানা ভুল বোঝাবুঝি অইয়্যি, এতেল্লে এক্কানা মুড অফ","আজ কলিগের সাথে একটু ভুল-বোঝাবুঝি হয়েছে, তাই একটু মুড অফ"
মুখে মুখে হতা হইলি তো মাথা এনেই হারাপ অই যাইবু,মুখে মুখে কথা বললে তো মাথা এমনিতেই খারাপ হয়ে যাবে
মুখে মুখে হথা হইলি তো মাথা এনেই হারাপ অই যাইবু,মুখে মুখে কথা বললে তো মাথা এমনিতেই খারাপ হয়ে যাবে
মামুন অনডে কি গরের ইয়েন তো আঁই ন জানি,মামুন ওখানে কি করছে সেটা তো আমি জানি না
মামুন অনডে কি গরের ইয়েন তো আঁই ন হইত পারি,মামুন ওখানে কি করছে সেটা তো আমি জানি না
"আইচ্ছে, ইবে কি বিয়াজ্ঞুনুর লগেই এন হারাপ বেবার গরে?","আচ্ছা, ও কি সবার সঙ্গেই এমন খারাপ ব্যবহার করে?"
এই মোবাইল ইবের ব্যাটারি ব্যাকাপ কেন?,এই মোবাইলটার ব্যাটারি ব্যাকআপ কেমন?
"আজিয়ে বাসাত মেমান আইবো, এতেল্লে তারাতারি উডি গেই","আজকে বাসায় মেহমান আসবে, সেজন্য তাড়াতাড়ি উঠে গেছি"
"আজিইয়্যে বাসাত মেমান আইবো, এতেল্লে তারাতারি উডি গেই","আজকে বাসায় মেহমান আসবে, সেজন্য তাড়াতাড়ি উঠে গেছি"
"আজিয়ে বাসাত মেমান আইবো, এতেল্লে হারা উডি গেই","আজকে বাসায় মেহমান আসবে, সেজন্য তাড়াতাড়ি উঠে গেছি"
"আজিয়ে বাসাত মেমান আইবো, এতেল্লে জলদি উডি গেই","আজকে বাসায় মেহমান আসবে, সেজন্য তাড়াতাড়ি উঠে গেছি"
"আজিয়ে বাসাত গরবা আইবো, এতেল্লে তারাতারি উডি গেই","আজকে বাসায় মেহমান আসবে, সেজন্য তাড়াতাড়ি উঠে গেছি"
আঁই ভাত ন হাইয়্যুম গুসসা অইয়্যুম আঁর মনোত জ্বালা,আমি ভাত খাব না রাগ করব আমার মনে জ্বালা
"মাঝে মাঝে ফা'রুত্তুন আতি আইয়্যি, একবার উজ্ঞো আতি মানুষ উজ্ঞোরে মারি ফেলাইয়্যিল","মাঝে মাঝে পাহাড় থেকে হাতি আসে, একবার একটা হাতি একজন মানুষকে মেরে ফেলেছিল"
তুর রেজাল্ট হত্তে দিবু? পাশ গরিবিনি এবার?,তোর রেজাল্ট কখন দেবে? পাশ করবি তো এবার?
কেইলুত বেশি ব্যথা গরের,কোমরে বেশি ব্যথা করছে
আঁরে দেহি সালাম দিয়ি আর ঘরোর বিয়াজ্ঞুন কেন আছে ফুস গইজ্জি,আমাকে দেখে সালাম দিয়েছে এবং ঘরের সবাই কেমন আছে জিজ্ঞেস করেছে
আঁরে দেহি সালাম দিয়ি আর ঘরোর বেজ্ঞুন কেন আছে ফুস গইজ্জি,আমাকে দেখে সালাম দিয়েছে এবং ঘরের সবাই কেমন আছে জিজ্ঞেস করেছে
আঁরে দেহি সালাম দিয়ি আর ঘরোর বিয়াজ্ঞুন কেন আছে ফুসর গইজ্জি,আমাকে দেখে সালাম দিয়েছে এবং ঘরের সবাই কেমন আছে জিজ্ঞেস করেছে
"আত্তুন নরওয়েত যাইবের বৌত ইচ্ছে, এনডে বলে রাইত আর দিন বৌত বরো অয়","আমার নরওয়েতে যাওয়ার খুব ইচ্ছা, ওখানে নাকি রাত আর দিন অনেক বড় হয়"
"বৌত বেশি জার্নি অই গেইয়্যি, আজিয়ের দিন ইয়েন রেস্ট লন ফরিবু","অনেক বেশি জার্নি হয়ে গেছে, আজকের দিনটা রেস্ট নিতে হবে"
"আপা, ইবে বাসাত লই যায় পরি চন, যদি সাইজ ন অয় তইলি চেঞ্জ গরি দিয়্যুম","আপু, এটা বাসায় নিয়ে গিয়ে পরে দেখেন, যদি সাইজ না হয় তাহলে চেঞ্জ করে দেব"
"আজিয়ে যে মেইফুওয়ারে চাইতাম গেইলাম, ইবেরে ভালা মনে অইলু","আজ যে মেয়েটাকে দেখতে গিয়েছিলাম, ওকে ভালো মনে হলো"
"আজিয়ে যে মেইফুওয়ারে চাইতাম গেইলাম, ইবেরে গম মনে অইলু","আজ যে মেয়েটাকে দেখতে গিয়েছিলাম, ওকে ভালো মনে হলো"
"নানা যহন বাঁছি আছিল, তহন আঁরারে বৌত দেইত ফাইত্তো","নানা যখন বেঁচে ছিলেন, তখন আমাদেরকে অনেক দেখতে পারতেন"
"মেসি বৌত ভালা খেলে, ইবে গতবার বিশ্বকাপ জিইত্তিল","মেসি অনেক ভালো খেলে, তিনি গতবার বিশ্বকাপ জিতেছিলেন"
"মেসি বৌত গম খেলে, ইবে গতবার বিশ্বকাপ জিইত্তিল","মেসি অনেক ভালো খেলে, তিনি গতবার বিশ্বকাপ জিতেছিলেন"
আঁর চাচা অক্কল আঁরারে দেহি হিংসে গরে,আমার চাচারা আমাদের দেখে হিংসা করে
"তোঁয়ার লগে হতা হইলি সময় যে হত্তে চলি যায়, বুঝিতই ন পারি","তোমার সঙ্গে কথা বললে সময় যে কখন চলে যায়, বুঝতেই পারি না"
"তোঁয়ার লগে হথা হইলি সময় যে হত্তে চলি যায়, বুঝিতই ন পারি","তোমার সঙ্গে কথা বললে সময় যে কখন চলে যায়, বুঝতেই পারি না"
"বিয়াক কিছুর দাম বেশি, এতেল্লে এক কেজি আলু লই চলি আইস্যি","সবকিছুর দাম বেশি, সেজন্য এক কেজি আলু নিয়ে চলে এলাম"
