Bangla,Chatgaya
"ফ্রিজের টমেটোগুলো পচে গেছে, বাজার থেকে এক কেজি টমেটো নিয়ে এসো","ফ্রিজুর হাট্টা বেইয়্যুন এগুন পুচি গেইয়্যি, বাজারুত্তুন এক কেজি হাট্টা বেইয়্যুন লই আইয়্যো"
"দাঁড়াও, একটু অপেক্ষা করো, আগে আমারটা করে ফেলি, তারপর তোমারটা করে দেব","থিয়েও, এক্কানা অপেক্ষা গরো, আগে আঁর ইয়েন গরি ফেলাই, তারপর তোঁয়ার ইয়েন গইজ্জুম"
"দাঁড়াও, একটু অপেক্ষা করো, আগে আমারটা করে ফেলি, তারপর তোমারটা করে দেব","থিয়েও, ইক্কিনি অপেক্ষা গরো, আগে আঁর ইয়েন গরি ফেলাই, তারপর তোঁয়ার ইয়েন গইজ্জুম"
"তুই আমার চাকর, আমি যা বলব তোকে তা শুনতে হবে","তুই আঁর চঅর, আঁই যা হইয়্যুম তোরতুন তা উনোন ফরিবু"
"আজকে শুক্রবার, সেজন্য আজকে জুমার নামাজ পড়তে হবে","আজিয়ে শুক্কুরবার, এতেল্লে আজিয়ে জুমার নামাজ ফরন ফরিবো"
"আজকে শুক্রবার, সেজন্য আজকে জুমার নামাজ পড়তে হবে","আজিইয়্যে শুক্কুরবার, এতেল্লে আজিয়ে জুমার নামাজ ফরন ফরিবো"
এবার রমজানে পেঁয়াজের দাম আগুনের মতো,এবার রমজানুত পিয়েজুর দাম অইনুর মতন
দূরে কোথাও গেলে ঘর থেকে দোয়া পড়ে বের হতে হয়,দুরে হনোমিক্কে গেলি ঘরুত্তুন দোয়া পরি বাইর অন ফরে
"আম্মু বেত নিয়ে আসছে, তাড়াতাড়ি পুকুর থেকে উঠে আয়","আম্মু বেত লইয়্যিরে আইয়্যির, তারাতারি ফইরোত্তুন উডি আই"
"স্যার, আমার সিভিটা একটু দেখেন, আর কোথাও ভুল থাকলে ঠিক করে দিন","স্যার, আঁর সিভিগান এক্কানা সন, আর হনোমিক্কে ভুল থাহিলি ঠিক গরি দন"
"স্যার, আমার সিভিটা একটু দেখেন, আর কোথাও ভুল থাকলে ঠিক করে দিন","স্যার, আঁর সিভিগান ইক্কিনি সন, আর হনোমিক্কে ভুল থাহিলি ঠিক গরি দন"
"আর এটা যদি আমি না আনতাম, তাহলে তোমার কষ্ট করে আবার আনতে হতো না?","আর ইয়েন যদি আঁই নো আইন্তাম, তইলি তোঁয়াত্তুন হষ্ট গরি আবার আনন ন ফইত্তো?"
"বালি আর্কেডে যাব না এবার, গত বছর পাঞ্জাবি একটা নিয়ে ঠকেছি ওখান থেকে","বালি আর্কেডুত যাইতাম ন এবার, গত বছর পাঞ্জাবি উজ্ঞো লই ঠইক্কিলাম এত্তুন"
মালিহার নাকি বিয়ে ঠিক হয়েছে? তার এত জলদি বিয়ে হবে চিন্তা করিনায়,মালিহার বলে বিয়ে ঠিক অইয়্যি? ইতির এল্লেত তারাতারি বিয়ে অইবু ইয়েন চিন্তে নো গরি
মালিহার নাকি বিয়ে ঠিক হয়েছে? তার এত জলদি বিয়ে হবে চিন্তা করিনায়,মালিহার বলে বিয়ে ঠিক অইয়্যি? ইতির এতো তারাতারি বিয়ে অইবু ইয়েন চিন্তে নো গরি
মালিহার নাকি বিয়ে ঠিক হয়েছে? তার এত জলদি বিয়ে হবে চিন্তা করিনায়,মালিহার বলে বিয়ে ঠিক অইয়্যি? ইতির এল্লেত হারা বিয়ে অইবু ইয়েন চিন্তে নো গরি
মালিহার নাকি বিয়ে ঠিক হয়েছে? তার এত জলদি বিয়ে হবে চিন্তা করিনায়,মালিহার বলে বিয়ে ঠিক অইয়্যি? ইতির এল্লেত জলদি বিয়ে অইবু ইয়েন চিন্তে নো গরি
তুমি কে? আমি কি তোমাকে চিনি?,তুঁই হন? আঁই কি তোঁয়ারে চিনি?
এত চিন্তা করলে মাথার চুল যা আছে সব পড়ে যাবে,এত চিন্তে গরিলি মাথাত চুল যা আছে বিয়াক পরি যাইবু
জেলেরা নদীতে গিয়ে জাল দিয়ে মাছ ধরে,জেইল্লে অক্কল দইজ্জেত যাই জাল দি মাছ ধরে
বৃষ্টির মধ্যে ট্রেন জার্নি অনেক মজা হবে,ঝরোর মধ্যে ট্রেন জার্নি বত মজা অইবু
বাস কি সামনের স্টেশনে থামবে? নামাজের সময় হয়ে গেছে,বাস কি সামনুর স্টেশনুত থামিবু? নামাজুর সময় অই গেইয়্যি
"বাবা, আমার ল্যাপটপটা একটু ঠিক করিয়ে দাও, কাল থেকে অনলাইন ক্লাস আছে","আব্বু, আঁর লেপটপ ইবে এক্কানা ঠিক গরি দও, হালিয়েত্তুন অনলাইন ক্লাস আছে"
"বাবা, আমার ল্যাপটপটা একটু ঠিক করিয়ে দাও, কাল থেকে অনলাইন ক্লাস আছে","আব্বু, আঁর লেপটপ ইবে ইক্কিনি ঠিক গরি দও, হালিয়েত্তুন অনলাইন ক্লাস আছে"
চলে যাবেন? কেন চলে যাবেন?,চলি যাইবেন? কিল্লে চলি যাইবেন?
"আগে মাঠে গেলে আমার সব বন্ধুদের দেখতাম, এখন সবাই নিজেদের জীবন নিয়ে ব্যস্ত","আগে মাডুত যাইলি আঁর বিয়াক বন্ধু অক্কলুরে দেহিতাম, এহন বিয়াজ্ঞুন নিজুর জীবন লই ব্যস্ত"
"আগে মাঠে গেলে আমার সব বন্ধুদের দেখতাম, এখন সবাই নিজেদের জীবন নিয়ে ব্যস্ত","আগে মাডুত যাইলি আঁর বিয়াক বন্ধু অক্কলুরে দেহিতাম, এহন বেজ্ঞুন নিজুর জীবন লই ব্যস্ত"
সারাদিন ফোনে গেমস না খেলে একটু বাইরে মাঠে গিয়ে খেলতে পারিস না,আরাদিন ফোনুত গেম ন খেলি এক্কানা বাইরে মাডুত যাই খেলিত ন পারস?
সারাদিন ফোনে গেমস না খেলে একটু বাইরে মাঠে গিয়ে খেলতে পারিস না,আরাদিন ফোনুত গেম ন খেলি ইক্কিনি বাইরে মাডুত যাই খেলিত ন পারস?
সারাদিন ফোনে গেমস না খেলে একটু বাইরে মাঠে গিয়ে খেলতে পারিস না,আরাদিন ফোনুত গেম ন খেলি এক্কানা বাদ্দি মাডুত যাই খেলিত ন পারস?
সারাদিন ফোনে গেমস না খেলে একটু বাইরে মাঠে গিয়ে খেলতে পারিস না,ফুরোদিন ফোনুত গেম ন খেলি এক্কানা বাইরে মাডুত যাই খেলিত ন পারস?
আমি বলেছি যখন অবশ্যই সাহায্য করব,আঁই হইয়্যি যহন অবশ্যই সাহায্য গইজ্জুম
"তুই সারাদিন এত এত খাস, তাও মোটা হোস না, আর আমি অল্প খেলেই মোটা হয়ে যাই","তুই আরাদিন এত এত হস, তাও মোটা ন অস, আর আঁই অল্প হাইলিই মোটা অই যাই"
"তুই সারাদিন এত এত খাস, তাও মোটা হোস না, আর আমি অল্প খেলেই মোটা হয়ে যাই","তুই ফুরোদিন এত এত হস, তাও মোটা ন অস, আর আঁই অল্প হাইলিই মোটা অই যাই"
ছেলেমেয়ে একসাথে দূরে ঘুরতে যাওয়া ঠিক না,ফুওয়া-মেইফুওয়া একলগে দুরে ঘুইত্তু যন ঠিক ন
ছেলেমেয়ে একসাথে দূরে ঘুরতে যাওয়া ঠিক না,ফুওয়া-মেইফুওয়া এক্কোত্তরে দুরে ঘুইত্তু যন ঠিক ন
ছেলেমেয়ে একসাথে দূরে ঘুরতে যাওয়া ঠিক না,ফুওয়া-মেইফুওয়া এক্কোওয়ারে দুরে ঘুইত্তু যন ঠিক ন
ছেলেমেয়ে একসাথে দূরে ঘুরতে যাওয়া ঠিক না,ফুওয়া-মেইফুওয়া এক্কোফুয়ারে দুরে ঘুইত্তু যন ঠিক ন
এই জায়গায় একটা ভুল হয়েছে,এই জাগাত এক্কান ভুল অইয়্যি
"মারজানের কি খবর? শুনেছি তার নাকি বিয়ে ঠিক হয়ে গেছে, এটা কি সত্যি?","মারজানোর কি হবর? উইন্নিলাম তার নাকি বিয়ে ঠিক অই গেইয়্যি, ইয়েন কি আ'ছা?"
এবার ঠান্ডা একটু বেশি পড়ছে,এবার ঠান্ডা এক্কানা বেশি পরের
এবার ঠান্ডা একটু বেশি পড়ছে,এবার ঠান্ডা ইক্কিনি বেশি পরের
দোয়ার মাধ্যমে মানুষের ভাগ্য পরিবর্তন হয়,দোয়ার মাইধ্যমে মাইনষুর ভেগ্য পরিবর্তন অয়
দোয়ার মাধ্যমে মানুষের ভাগ্য পরিবর্তন হয়,দোয়ার মাইধ্যমে মাইনষুর ভাইগ্য পরিবর্তন অয়
দোয়ার মাধ্যমে মানুষের ভাগ্য পরিবর্তন হয়,দোয়ার মাইধ্যমে মাইনষুর হুয়াল পরিবর্তন অয়
"নাস্তা করতে আসো, ঠান্ডা হয়ে যাচ্ছে","নাস্তা গইত্তো আইয়্যু, ঠান্ডা অই যার"
"রেগে গেলে তো হেরে গেলেন, রাগ কন্ট্রোল করতে হবে","রাগি গেলি তো অডি গেইয়্যুন, রাগ কন্ট্রোল গরন ফরিবু"
সব ঠিকঠাক থাকলে আমরা আগামীকাল সকাল সকাল বের হয়ে যাব,বিয়াক ঠিকঠাক থাহিলি আঁরা হালিয়ে সকাল সকাল বাইর অই যাইয়্যুম
"বাবা রাতে ভারী খাবার খায় না, শুধু হালকা কিছু খেয়ে ঘুমিয়ে পড়েন","আব্বু রাতিয়ে ভারী হানা ন হায়, উধো হালকা কিছু হায় ঘুম যাগো"
"বাবা রাতে ভারী খাবার খায় না, শুধু হালকা কিছু খেয়ে ঘুমিয়ে পড়েন","আব্বু রাতিয়ে ভারী হানা ন হায়, উধো আলহা কিছু হায় ঘুম যাগো"
তুমি কেমন আছো?,তুঁই কেন আছো?
ভাই এগুলো কি দেখাচ্ছেন? সুতির শাড়ি দেখান,বদ্দা এগিন ক দেহাইতে লাইজ্ঞুন? সুতোর শারি দেহন
"ক্রিকেটে ভারত অনেক ভালো খেলে, কিন্তু ফুটবলে ভালো না","ক্রিকেটুত ভারত বত ভালা খেলে, কিন্তু ফুটবলুত ভালা ন"
"ক্রিকেটে ভারত অনেক ভালো খেলে, কিন্তু ফুটবলে ভালো না","ক্রিকেটুত ভারত বত গম খেলে, কিন্তু ফুটবলুত ভালা ন"
"আর কত লাভ করবেন আপনারা, এত টাকা নিয়ে কী কবরে যাবেন?","আর হত লাভ গরিবেন অঁনেরা, এত টিয়া লই কী হবরুত যাইবেন?"
"ঘরে রোদ ঢুকছে, জানালার পর্দাটা টেনে দাও","ঘরোত রইদ ঢুকের, জনালার পর্দাগান টানি দ"
সন্ধ্যায় চা খাবে নাকি কফি খাবে?,আজুইন্নে চা হাইবে নাকি কফি হাইবে?
"আমার নানু যখন বেঁচে ছিলেন, তখন উনি আমাদের পিঠা বানিয়ে খাওয়াতেন","আঁর নানু যহন বাছি আছিল, তহন ইবে আঁরারে পিডে বানাই হাবাইতু"
"আপু, তোমার বাচ্চা পায়খানা করে দিয়েছে","আফা, তোঁয়ার ফুয়া ফেহেনা গরি দিইয়্যি"
"স্যার, এই অধ্যায়টা পরীক্ষার জন্য কতটা গুরুত্বপূর্ণ বলে মনে করেন?","স্যার, এই অধ্যায় ইবে পরীক্ষের লাই হতটা গুরুত্বপূর্ণ বলি মনে গরন?"
আমার মনে হচ্ছে মেয়েটা তোকে যাদু করেছে,আত্তুন মনে অদ্দে মেইফুওয়া ইবে তুরে যাদু গইজ্জি
আলসেমি না করে তাড়াতাড়ি বাজার নিয়ে এসো,আলসেমি ন গরি তারাতারি বাজার লই আইয়্যো
"আমি তোমার সঙ্গে যাব না, আমি একা চলে যেতে পারব","আঁই তোঁয়ার লগে যাইতাম নো, আঁই এহেল্লে যাইত পাইজ্জুম"
একবার আম্মু ওদের দুজনকে অনেক মেরেছিল,একবার আম্মু ইতারা দুনুজনোরে বত মেইজ্জিল
আমি একটা কথা বলতে চাচ্ছি,আঁই এক্কান হতা হইতাম চাইদ্দি
আমি একটা কথা বলতে চাচ্ছি,আঁই এক্কান হথা হইতাম চাইদ্দি
"সায়েমকে ফোন করে জিজ্ঞেস কর, পরীক্ষা কখন সেটা","সায়েম উরে ফোন গরি ফুস গর, পরীক্ষে হত্তে ইয়েন"
"সায়েমকে ফোন করে জিজ্ঞেস কর, পরীক্ষা কখন সেটা","সায়েম উরে ফোন গরি ফুসর গর, পরীক্ষে হত্তে ইয়েন"
আরো অনেক কাজ বাকি আছে,আরো বত হাজ বাকি আছে
আরো অনেক কাজ বাকি আছে,আরো বত হাম বাকি আছে
বাইরে এভাবে চিৎকার করছে কে? আমার আগামীকাল পরীক্ষা,বাইরে এন গরি চিল্লেদ্দে হনে? আঁর হালিয়ে পরীক্ষে
বাইরে এভাবে চিৎকার করছে কে? আমার আগামীকাল পরীক্ষা,বাদ্দি এন গরি চিল্লেদ্দে হনে? আঁর হালিয়ে পরীক্ষে
এই গরমের মধ্যে মাঠে কাজ করা অনেক কষ্টকর,এই গরমুর মধ্যে মাডুত হাজ গরন বত হষ্টকর
এই গরমের মধ্যে মাঠে কাজ করা অনেক কষ্টকর,এই গরমুর মধ্যে মাডুত হাম গরন বত হষ্টকর
ডাক্তার বললেন বেশি রাত জেগে থাকার কারণে স্বাস্থ্যের অনেক ক্ষতি হচ্ছে,ডাক্তার হইয়্যি বেশি রাইত চেতন থাহিবের হারনে স্বাইস্থর বত হতি অর
দেখো আমার বাগানটা কত সুন্দর!,স আঁর বাগান ইয়েন হতো সুন্দর!
স্যার যে হোমওয়ার্ক দিয়েছে সেগুলো করেছ?,স্যার যে হোমওয়ার্ক দিয়ি এগিন গইজ্জো?
"নানুর বয়স হয়েছে, সেজন্য সবকিছু ভুলে যায়","নানির বয়স অইয়্যি, এতেল্লে বিয়াক ভুলি যায়"
"পানি পড়ে চুলার আগুন নিভে গেছে, আবার জ্বালিয়ে দাও তো","পানি পরি চুলোর অইন নিফি গেইয়্যি, আবার জলাই দও তো"
আমি তোমাকে অনেক অনেক ভালবাসি,আঁই তোঁয়ারে বত বত ভালবাসি
মনে থাকবে কি কি আনতে হবে?,মনোত থাহিবু কি কি আনন ফরিবু?
"আজ সূর্য কোন দিকে উঠছে, তুই আমার বাড়িতে!","আজিয়ে সুর্য হুনদি উইট্টি, তুই আঁর বারিত!"
তোমাকে সবুজ রঙের কাপড়ে অনেক মানাবে,তোঁয়ারে সবুজ রঙুর হরে বত মানাইবু
"মা, আমি বন্ধুর সাথে বিকেলে একটু হাঁটতে বের হব","আম্মু, আঁই বন্ধুর লগে বিয়েলে এক্কানা আইটতাম বাইর অইয়্যুম"
"মা, আমি বন্ধুর সাথে বিকেলে একটু হাঁটতে বের হব","আম্মু, আঁই বন্ধুর লগে বিয়েলে ইক্কিনি আইটতাম বাইর অইয়্যুম"
"মা, আমি বন্ধুর সাথে বিকেলে একটু হাঁটতে বের হব","আম্মু, আঁই বন্ধুর ওয়ারে বিয়েলে এক্কানা আইটতাম বাইর অইয়্যুম"
"মা, আমি বন্ধুর সাথে বিকেলে একটু হাঁটতে বের হব","আম্মু, আঁই বন্ধুর ফুয়ারে বিয়েলে এক্কানা আইটতাম বাইর অইয়্যুম"
"তোরে দেখে চেনা চেনা লাগছে, তোর নাম কি শরীফ?","তোরে দেহি চিনা চিনা লাগের, তোর নাক কি শরীফ?"
"আমাদের বাস কুমিল্লায় একটা হোটেলে থামবে, আমরা ওখান থেকে রাতের খাবার খেয়ে নেব","আঁরার বাস কুমিল্লেত এক্কান হোটেলুত থামিবু, আঁরা এনডেত্তুন রাতিয়ের হানা হায় লইয়্যুম"
তোমাকে হাসলে অনেক সুন্দর লাগে,তোঁয়ারে আ'সিলি বত সুন্দর লাগে
"আজ ক্লাসে যা পড়িয়েছে, সব আমার মাথার ওপর দিয়ে গেছে",আজিয়ে ক্লাসুত যা পরাইয়্যি বিয়াক আঁর মাথার উদ্দি গেইয়্যি
ভাগ্য ভালো ছিল বলেই সেদিন দুর্ঘটনা থেকে বেঁচে গিয়েছিলাম,ভেগ্য ভালা আছিল বলি এদিন্নে দুর্ঘটনাত্তুন বাচি গেইলাম
ভাগ্য ভালো ছিল বলেই সেদিন দুর্ঘটনা থেকে বেঁচে গিয়েছিলাম,ভেগ্য গম আছিল বলি এদিন্নে দুর্ঘটনাত্তুন বাচি গেইলাম
ভাগ্য ভালো ছিল বলেই সেদিন দুর্ঘটনা থেকে বেঁচে গিয়েছিলাম,ভাইগ্য ভালা আছিল বলি এদিন্নে দুর্ঘটনাত্তুন বাচি গেইলাম
ভাগ্য ভালো ছিল বলেই সেদিন দুর্ঘটনা থেকে বেঁচে গিয়েছিলাম,হুয়াল ভালা আছিল বলি এদিন্নে দুর্ঘটনাত্তুন বাচি গেইলাম
"বেশি ঠান্ডা লাগছে, ফ্যানটা বন্ধ করো","বেশি ঠান্ডা লার, ফ্যান ইবে বন গরো"
"আগে যে শাড়িটা নিয়েছিলাম, ওটার মতো আরেকটা শাড়ি দিন","আগে যে শারি গান লইলাম, ইয়েনুর মতন আরেক্কান শারি দন"
বাহির থেকে চেয়ারটা ঘরে নিয়ে এসো,বাদ্দিত্তুন চিয়ার ইয়েন ঘরুত লই আইয়্যো
"মারুফ, তোর আপুকে একটু মেহেদি লাগিয়ে দে","মারুফ, তুর আফারে এক্কানা মে'দি লাগায় দে"
"মারুফ, তোর আপুকে একটু মেহেদি লাগিয়ে দে","মারুফ, তুর আফারে ইক্কিনি মে'দি লাগায় দে"
"আকাশে কালো মেঘ জমছে, মনে হচ্ছে আজকে রাতে ভারী বৃষ্টি হবে","আকাশুত হালা মৌলো জইম্মি, মনে অদ্দে আজিয়ে রাতিয়ে ভারী বৃষ্টি অইবু"
"আকাশে কালো মেঘ জমছে, মনে হচ্ছে আজকে রাতে ভারী বৃষ্টি হবে","আকাশুত হালা মৌলো জইম্মি, মনে অদ্দে আজিইয়্যে রাতিয়ে ভারী বৃষ্টি অইবু"
"তোর আপুর প্রেশার বেড়ে গেছে, জলদি একটা ডাক্তার নিয়ে আয়","তুর আফার প্রেশার বারি গেইয়্যি, হারা উজ্ঞো ডাক্তোর লই আয়"
"তোর আপুর প্রেশার বেড়ে গেছে, জলদি একটা ডাক্তার নিয়ে আয়","তুর আফার প্রেশার বারি গেইয়্যি, তারাতারি উজ্ঞো ডাক্তোর লই আয়"
"তোর আপুর প্রেশার বেড়ে গেছে, জলদি একটা ডাক্তার নিয়ে আয়","তুর আফার প্রেশার বারি গেইয়্যি, জলদি উজ্ঞো ডাক্তোর লই আয়"
"বন্যার পানিতে যাদের ক্ষতি হয়েছে, তাদেরকে সরকারের পক্ষ থেকে কিছু টাকা ক্ষতিপূরণ দেওয়া হবে","বন্যার পানিত যারার হতি অইয়্যি, ইতারারে সরকারুর পক্ষত্তুন কিছু টিয়া হতিফুরন দিবু"
তুমি কি জান আজকে কি হয়েছে?,তুঁই কি হইত পারো আজিয়ে কি অইয়্যি?
তুমি কি জান আজকে কি হয়েছে?,তুঁই কি হইত পারো আজিইয়্যে কি অইয়্যি?
"আমার সাথে ছোট বাচ্চা আছে, তাই একটু সামনের সিট দিলে ভালো হতো","আঁর লগে ছোডো ফুওয়া আছে, এতেল্লে এক্কানা সামনুর সিট দিলি ভালা অইতু"
"আমার সাথে ছোট বাচ্চা আছে, তাই একটু সামনের সিট দিলে ভালো হতো","আঁর লগে ছোডো ফুওয়া আছে, এতেল্লে এক্কানা সামনুর সিট দিলি গম অইতু"
"আমার সাথে ছোট বাচ্চা আছে, তাই একটু সামনের সিট দিলে ভালো হতো","আঁর লগে ছোডো ফুওয়া আছে, এতেল্লে ইক্কিনি সামনুর সিট দিলি ভালা অইতু"
"আমার সাথে ছোট বাচ্চা আছে, তাই একটু সামনের সিট দিলে ভালো হতো","আঁর ওয়ারে ছোডো ফুওয়া আছে, এতেল্লে এক্কানা সামনুর সিট দিলি ভালা অইতু"
"আমার সাথে ছোট বাচ্চা আছে, তাই একটু সামনের সিট দিলে ভালো হতো","আঁর ফুয়ারে ছোডো ফুওয়া আছে, এতেল্লে এক্কানা সামনুর সিট দিলি ভালা অইতু"
"আমার ঘরে ঝামেলা করছে, তাই যেতে পারছি না","আঁরো ঘরুত ঝামিলে গরের, এতেল্লে যাইত ন ফারির"
নানুর বাড়ি থেকে খালুর বাড়ি কম যাওয়া হয়,নানারো বারিত্তুন হালারো বারিত হম যন অয়
গরম কাপড় পড়ে বের হয়েছেন তো? আজকে বাইরে বেশি ঠাণ্ডা,গরম হর পরি বাইর অইয়্যুন তো? আজিয়্যে বাইরে বেশি ঠাণ্ডা
গরম কাপড় পড়ে বের হয়েছেন তো? আজকে বাইরে বেশি ঠাণ্ডা,গরম হর পরি বাইর অইয়্যুন তো? আজিয়্যে বাদ্দি বেশি ঠাণ্ডা
বাজারে যাওয়ার সময় ৫০০ টাকা হারিয়ে ফেলেছি,বাজারোত যাইবের সমত ৫০০ টিয়া আঝায় ফেলাই
তুই কি পাগল হয়ে গেছিস! এসব কী বলিস?,তুই কি ফঅল অই গেইয়্যুস! এগিন কি হস?
আপনার দোকানে ছোট বাচ্চাদের কাপড়ের কালেকশন কেমন?,অঁনোর দোয়ানুত গুরো ফুওয়া অলুর হরুর কালেকশন কেন?
"সব দোষ তোমার, তোমার জন্য এসব হচ্ছে","বিয়াক দোষ তোঁয়ার, তোঁয়ার হারোনে এগিন অর"
"দরজাটা একটু বন্ধ করে দাও, বাইরে থেকে শব্দ আসছে","দরজা ইয়েন বন্ধ গরি দও, বাইরেত্তুন শব্দ আইয়্যির"
"কেউ আমাদের ওপর যাদু করেছে, না হলে আমাদের মধ্যে এত ঝগড়া কেন হচ্ছে?","কিয়াই আঁরার উদ্দি যাদু গইজ্জি, নইলি আঁরার ভিতুর এল্লেত হইজ্জে কা অর?"
"কেউ আমাদের ওপর যাদু করেছে, না হলে আমাদের মধ্যে এত ঝগড়া কেন হচ্ছে?","কিয়াই আঁরার উদ্দি যাদু গইজ্জি, নইলি আঁরার ভিতুর এতো হইজ্জে কা অর?"
"আমরা সবাই মাঠে, তুই এখন কোথায়?","আঁরা বিয়াজ্ঞুন মাডোত, তুই এহন হনডে?"
"আমরা সবাই মাঠে, তুই এখন কোথায়?","আঁরা বেজ্ঞুন মাডোত, তুই এহন হনডে?"
"আমার পেটে আর জায়গা নাই, আর দিও না","আঁর পেডোত আর জাগা নাই, আর নইদ্দো"
"আজ আর ভর্তা করো না, বেশি ভর্তা খেলে পেট খারাপ হয়ে যাবে","আজিয়ে আর ভত্তা ন গইজ্জো, বেশি ভত্তা হাইলি পেট হারাপ অই যাইবু"
"আজ আর ভর্তা করো না, বেশি ভর্তা খেলে পেট খারাপ হয়ে যাবে","আজিয়ে আর চান্নি ন গইজ্জো, বেশি ভত্তা হাইলি পেট হারাপ অই যাইবু"
খাবার তো সব ঠান্ডা হয়ে যাচ্ছে,হানা তো বিয়াক ঠান্ডা অই যার
কেমন আছো জরিনা? তোমাকে অনেক মিস করতাছি,কেন আছো জরিনা? তোঁয়ার লাই বত পেট পুরের
"আর কত মানুষ নেবেন, এখানে জায়গা কোথায়?","আর হতো মানুষ লইবেন, এনডে জাগা হনডে?"
সকালের সূর্য অনেক সুন্দর,বেইন্নের সূর্য ইবে বত সুন্দর
"অতিরিক্ত দুশ্চিন্তা করলে মাথায় যন্ত্রণা শুরু হয়, কোনো কাজেই মন বসে না","অতিরিক্ত দুশ্চিন্তে গরিলি মাথাত যন্ত্রনা শুরু অয়, হনো হাজুত মন ন বইয়্যি"
বিপদে পড়লে তখন মানুষের আসল চেহারা দেখা যায়,বিপদুত ফরিলি তহন  মানুষুর আসল চিয়ারা দেহা যায়
"আমার এখন খেতে ইচ্ছে করছে না, তুমি খেয়ে নাও, আমি পরে খাব","আত্তুন এহন হাইতু মনে ন হর, তুঁই হায় লও, আঁই পরে হাইয়্যুম"
"তোমাকে বলেছিলাম রাত ১০টার আগে ঘুমিয়ে যেতে, আর তুমি কিনা ফোন টিপো!","তোঁয়ারে হইলাম দে রাতিয়ে ১০টার আগে ঘুমাই যাইতু, আর তুঁই কিন ফোন টিপো!"
"কিরে, তোর প্রেমিকার নাকি বিয়ে হয়ে যাচ্ছে?","কিরে, তোর প্রেমিকার বলে বিয়ে অই যার?"
"আমার মাথা ঘুরছে, কী করব বুঝছি না","আঁর মাথা ঘুরার, কী গইজ্জুম ন বুঝির"
"জামিল স্যারের ক্লাসে আমার খুব বিরক্ত লাগে, কী পড়ান আগামাথা বুঝি না","জামিল স্যার উর ক্লাসুত আঁর খুব বিরক্ত লাগে, কি পরাই আগামাথা ন বুঝি"
"আমার ছোট ভাই সারাদিন শুধু ভাত আর ডাল খায়, অন্য কিছু মুখে তোলে না","আঁর ছোডো ভাই আরাদিন উদো ভাত আর ডেইল হায়, অন্য কিছু মুখুত ন তোলে"
"আমার ছোট ভাই সারাদিন শুধু ভাত আর ডাল খায়, অন্য কিছু মুখে তোলে না","আঁর ছোডো ভাই ফুরোদিন উদো ভাত আর ডেইল হায়, অন্য কিছু মুখুত ন তোলে"
"আমার ছোট ভাই সারাদিন শুধু ভাত আর ডাল খায়, অন্য কিছু মুখে তোলে না","আঁর ছোডো ভাই আরাদিন শুধু ভাত আর ডেইল হায়, অন্য কিছু মুখুত ন তোলে"
"না ভাই, এখানে কোনো রিকশা নেই, আপনাকে হেঁটেই হোটেলে যেতে হবে","না বদ্দা, এনডে হনো রিকশা নেই, অঁনুত্তুন আডিইরে হোটেল উত যন ফরিবু"
"আমি ডাক্তারের সিরিয়াল পেয়েছি একদম শেষে, সবই বিরক্ত লাগছে","আঁই ডাক্তারুর সিরিয়েল পাইদি এব্বেরে শেষে, বিয়াক বিরক্ত লাগের"
"আমি ডাক্তারের সিরিয়াল পেয়েছি একদম শেষে, সবই বিরক্ত লাগছে","আঁই ডাক্তারুর সিরিয়েল পাইদি এব্বেরে শেষে, বিয়াক বিরক্ত লার"
আমি গত দুদিন ধরে শরীরে জ্বর নিয়ে কাজ করেছি,আঁই গত দুদিন ধরি শরীলুত জ্বর লই হাজ গরির
আমি গত দুদিন ধরে শরীরে জ্বর নিয়ে কাজ করেছি,আঁই গত দুদিন ধরি শরীলুত জ্বর লই হাম গরির
"আজকে আসতে পারব না, অন্য আরেকদিন আসব","আজিয়ে আইত ফাইত্তাম ন, অন্য আরেকদিন আইসসুম"
"আজকে আসতে পারব না, অন্য আরেকদিন আসব","আজিইয়্যে আইত ফাইত্তাম ন, অন্য আরেকদিন আইসসুম"
তোর বাবা নাকি আরেকটা বিয়ে করছেন? ঘটনাটা কি সত্যি?,তোর বাফ বলে আরেকগো বিয়ে গইজ্জি? ঘটনা ইয়েন কি সত্যি?
"রমজানে বেশি বেশি নামাজ আর জিকির করতে হবে, আর সুযোগ হলে একটা কোরআন খতম দিতে হবে","রমজানুত বেশি বেশি নামাজ আর জিকির গরন ফরিবু, আর সুযোগ অইলি উজ্ঞো কোরআন হতম দন ফরিবু"
আমাকে আজকের কাজের টাকাগুলো দিয়ে দিন,আঁরে আজিয়ের হাজুর টিয়াগুন দি দন
সকালে উঠে কিছুক্ষণ হাঁটলে শরীর ভালো থাকে,সকালে উডি হতক্ষন আডিলি শরীল ভালা থাহে
সকালে উঠে কিছুক্ষণ হাঁটলে শরীর ভালো থাকে,সকালে উডি হতক্ষন আডিলি শরীল গম থাহে
সকালে উঠে কিছুক্ষণ হাঁটলে শরীর ভালো থাকে,সকালে উডি হতক্ষন আডিলি শরীর ভালা থাহে
নানু থাকলে আম্মু আর আমাদেরকে বকা দিতে পারে না,নানি থাহিলি আম্মু আর আঁরারে গেইল দিত ন ফারে
আসসালামু আলাইকুম স্যার,আসসালামু আলাইকুম স্যার
সাথে এটাও নিয়ে যাও,লগে ইবেও লই যো
